0,502.0
1,237.0
2,246.0
3,581.0
4,244.0
5,270.0
6,237.0
7,330.0
8,238.0
9,330.0
10,244.0
11,326.0
12,331.0
13,417.0
14,237.0
15,239.0
16,324.0
17,241.0
18,324.0
19,240.0
20,329.0
21,329.0
22,323.0
23,413.0
24,241.0
25,486.0
26,413.0
27,325.0
28,242.0
29,493.0
30,415.0
31,325.0
32,324.0
33,238.0
34,326.0
35,323.0
36,323.0
37,239.0
38,239.0
39,416.0
40,413.0
41,239.0
42,330.0
43,239.0
44,247.0
45,325.0
46,327.0
47,244.0
48,496.0
49,328.0
