0,83.0
1,95.0
2,83.0
3,95.0
4,-355.0
5,83.0
6,-228.0
7,-365.0
8,-350.0
9,47.0
10,83.0
11,95.0
12,6.0
13,38.0
14,-355.0
15,-138.0
16,95.0
17,95.0
18,-154.0
19,25.0
20,95.0
21,95.0
22,95.0
23,-192.0
24,-365.0
25,-190.0
26,-125.0
27,-335.0
28,-14.0
29,83.0
30,95.0
31,47.0
32,71.0
33,-197.0
34,-350.0
35,95.0
36,-168.0
37,83.0
38,-43.0
39,83.0
40,95.0
41,-76.0
42,-28.0
43,-98.0
44,76.0
45,95.0
46,-55.0
47,-84.0
48,-380.0
49,-238.0
50,-360.0
51,-370.0
52,18.0
53,-22.0
54,95.0
55,-125.0
56,-360.0
57,95.0
58,95.0
59,76.0
60,-360.0
61,38.0
62,13.0
63,95.0
64,95.0
65,95.0
66,95.0
67,76.0
68,-68.0
69,35.0
70,95.0
71,-365.0
72,95.0
73,19.0
74,-21.0
75,-219.0
76,95.0
77,95.0
78,-233.0
79,-350.0
80,83.0
81,38.0
82,-185.0
83,-360.0
84,95.0
85,-13.0
86,-360.0
87,71.0
88,-100.0
89,-350.0
90,-23.0
91,83.0
92,-78.0
93,-350.0
94,-355.0
95,-380.0
96,95.0
97,-126.0
98,54.0
99,20.0
100,-171.0
101,37.0
102,37.0
103,83.0
104,-108.0
105,-370.0
106,-130.0
107,-91.0
108,-228.0
109,83.0
110,95.0
111,83.0
112,59.0
113,76.0
114,71.0
115,23.0
116,95.0
117,95.0
118,95.0
119,95.0
120,83.0
121,26.0
122,95.0
123,-345.0
124,-59.0
125,71.0
126,95.0
127,-355.0
128,95.0
129,42.0
130,95.0
131,-390.0
132,-355.0
133,-360.0
134,95.0
135,-380.0
136,-380.0
137,-360.0
138,95.0
139,-355.0
140,-355.0
141,42.0
142,83.0
143,-50.0
144,-190.0
145,16.0
146,-330.0
147,-184.0
148,-370.0
149,76.0
150,95.0
151,95.0
152,-385.0
153,-355.0
154,95.0
155,95.0
156,-365.0
157,83.0
158,-350.0
159,-202.0
160,-385.0
161,95.0
162,95.0
163,95.0
164,-180.0
165,42.0
166,-360.0
167,26.0
168,-365.0
169,-61.0
170,-355.0
171,-81.0
172,-28.0
173,-6.0
174,-231.0
175,-370.0
176,-4.0
177,83.0
178,-202.0
179,95.0
180,95.0
181,83.0
182,95.0
183,95.0
184,-365.0
185,-370.0
186,-9.0
187,66.0
188,95.0
189,95.0
190,-57.0
191,-350.0
192,-355.0
193,-8.0
194,-197.0
195,95.0
196,-18.0
197,59.0
198,-355.0
199,-385.0
200,95.0
201,-365.0
202,71.0
203,66.0
204,-137.0
205,-52.0
206,-360.0
207,95.0
208,-365.0
209,-103.0
210,-212.0
211,-147.0
212,95.0
213,20.0
214,-168.0
215,95.0
216,-81.0
217,-350.0
218,95.0
219,-350.0
220,25.0
221,-360.0
222,-380.0
223,-350.0
224,83.0
225,95.0
226,95.0
227,-365.0
228,83.0
229,-156.0
230,30.0
231,3.0
232,83.0
233,83.0
234,38.0
235,-340.0
236,-370.0
237,-100.0
238,-375.0
239,-355.0
240,95.0
241,-151.0
242,71.0
243,-360.0
244,95.0
245,-360.0
246,-165.0
247,-110.0
248,95.0
249,16.0
250,83.0
251,-35.0
252,-355.0
253,-345.0
254,20.0
255,32.0
256,-84.0
257,23.0
258,-345.0
259,95.0
260,-370.0
261,37.0
262,-252.0
263,83.0
264,-385.0
265,-64.0
266,-370.0
267,-60.0
268,95.0
269,-355.0
270,83.0
271,83.0
272,95.0
273,-380.0
274,-200.0
275,95.0
276,83.0
277,95.0
278,95.0
279,-350.0
280,4.0
281,52.0
282,95.0
283,-201.0
284,95.0
285,-240.0
286,71.0
287,-365.0
288,-20.0
289,-350.0
290,-365.0
291,-360.0
292,54.0
293,83.0
294,95.0
295,-355.0
296,-118.0
297,95.0
298,95.0
299,95.0
300,-360.0
301,54.0
302,95.0
303,-236.0
304,95.0
305,95.0
306,83.0
307,-350.0
308,28.0
309,-340.0
310,-355.0
311,95.0
312,-370.0
313,-365.0
314,-37.0
315,-330.0
316,-340.0
317,83.0
318,-237.0
319,-115.0
320,-112.0
321,23.0
322,20.0
323,95.0
324,95.0
325,-345.0
326,-235.0
327,83.0
328,-340.0
329,-150.0
